accession_name	genome_accession	Sequence_abundance	Adjusted_ANI	Eff_cov	Contig_name	completeness	contamination	contigs	taxonomy	species	sample_name	fermented_food
7857_218_S240	MASTER_WP4_UNINA_1__SP009_71775__bin.32	10.0457	96.08	0.045	SP009_71775_k141_381	95.2	0.1	455	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium	Penicillium nalgiovense	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	MAG_34	0.8335	97.29	0.043	MAG_34_0	99.27	0.2	78	Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium	Cutibacterium acnes	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	MASTER_WP4_FFoQSI_2__VB11-26__bin.7	1.0262	96.82	0.04	VB11-26_k141_193	100	0.273972603	52	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter johnsonii	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	MASTER_WP4_UNINA_1__GO005_71775__bin.6	3.6218	98.54	0.039	GO005_71775_k141_129	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces	Debaryomyces hansenii group 1	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	AlvarezOrdonezA_xxxx__C04-18__bin.7	2.3155	97.95	0.037	C04-18_k141_15	73.2	0.1	2198	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;unknown	Candida glucosophila	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_253_S269	FontanaF_2023__SRR20746951__bin.4	22.1618	99.25	89	NODE_1_length_333540_cov_36.9994_ID_1661	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	FF0253_water_kefir_grains	kefir
7857_253_S269	GCF_001435195.1_ASM143519v1_genomic	18.9223	99.27	81	"GCF_001435195.1_ASM143519v1_genomic_NZ_AZFQ01000001.1 Liquorilactobacillus satsumensis DSM 16230 = JCM 12392 strain DSM 16230 NODE_1, whole genome shotgun sequence"	99.48	0.52	41	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus	Liquorilactobacillus satsumensis	FF0253_water_kefir_grains	kefir
7857_253_S269	MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.3	17.4336	99.04	65	WK001T-1-G-00h-05I5_S129_k141_482	99.375	0.3125	55	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus hilgardii	FF0253_water_kefir_grains	kefir
7857_253_S269	MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.6	9.0138	98.71	59	WK015-2-L-48h-02C6_S84_k141_89	97.32620321	0	122	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Oenococcus	Oenococcus kitaharae A	FF0253_water_kefir_grains	kefir
7857_253_S269	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3	13.6665	99.83	53	WK062-2-G-48h-05H5_S120_k141_82	98	0.15625	387	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus diolivorans	FF0253_water_kefir_grains	kefir
7857_253_S269	MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1	9.353	99.35	52	WK031-1-L-48h-03B2_S30_k141_309	100	0	39	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc suionicum	FF0253_water_kefir_grains	kefir
7857_253_S269	MortensenS_xxxx__WK047-2-G-48h-04C5_S123__bin.3	4.6368	98.6	22	WK047-2-G-48h-04C5_S123_k141_31	99.47643979	0.17452007	98	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus	Liquorilactobacillus ghanensis	FF0253_water_kefir_grains	kefir
7857_253_S269	G_361_1B_senegalensis_assembly	1.3558	97.74	4.059	NODE_1_length_842798_cov_130.063494	100	0	69	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter senegalensis	FF0253_water_kefir_grains	kefir
7857_253_S269	MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2	0.8593	99.13	3.701	WK032-1-L-48h-03B6_S34_k141_400	99.50248756	0	126	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter pasteurianus	FF0253_water_kefir_grains	kefir
7857_253_S269	MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.9	0.6548	99	3.316	WK010-2-L-48h-02A4_S64_k141_3416	98.82575758	2.878787879	25	Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bombiscardovia	Bombiscardovia aquikefiri	FF0253_water_kefir_grains	kefir
7857_253_S269	LeechJ_2020__ERS3967701__bin.5	0.6712	97.2	2.482	ERS3967701_k141_270	100	0	36	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter	Gluconobacter oxydans	FF0253_water_kefir_grains	kefir
7857_253_S269	OlgaP_2019__SRR11909888__bin.7	0.5454	99.31	1.937	NODE_6_length_178379_cov_153.9948_ID_3109	99.65	0.45	75	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter	Komagataeibacter oboediens	FF0253_water_kefir_grains	kefir
7857_253_S269	MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.2	0.0913	98.57	0.514	WK042-1-L-48h-03G1_S74_k141_1065	100	0	14	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas	Zymomonas mobilis	FF0253_water_kefir_grains	kefir
7857_253_S269	GCF_011074885.1_ASM1107488v2_genomic	0.4641	98.98	0.399	"GCF_011074885.1_ASM1107488v2_genomic_NC_054682.1 Brettanomyces bruxellensis chromosome 1, complete sequence"	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces	Brettanomyces bruxellensis	FF0253_water_kefir_grains	kefir
7857_253_S269	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	0.0998	98.51	0.088	"ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396_LCTY01000001.1 Brettanomyces anomalus strain YV396 scaffold1, whole genome shotgun sequence"	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces	Brettanomyces anomalus	FF0253_water_kefir_grains	kefir
7857_253_S269	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	0.0705	97.6	0.066	"ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence"	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	Saccharomyces cerevisiae	FF0253_water_kefir_grains	kefir
7857_223_S245	LandisEA_2021__SRS5653399__bin.4	99.9865	99.92	595	SRS5653399_k141_290	99.375	0.625	37	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Fructilactobacillus	Fructilactobacillus sanfranciscensis	FF0223_chantle_sourdough	sourdough
7857_223_S245	XieM_2019__SAMC044639__bin.32	0.0135	99.49	0.022	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	FF0223_chantle_sourdough	sourdough
7857_206_S236	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072	36.5821	99.78	120	"ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome"	99.46	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus sakei	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	MotaGutierrezJ_2021__SRR11602150__bin.9	27.7676	98.29	80	NODE_36_length_112572_cov_15.0000_ID_47355	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	GCF_005404945.1_ASM540494v1_genomic	14.766	96.97	34	"GCF_005404945.1_ASM540494v1_genomic_NZ_BJDG01000001.1 Lactiplantibacillus pingfangensis strain 382-1 contig1, whole genome shotgun sequence"	99.38	1.23	59	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus pingfangensis	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	LeechJ_2020__ERS3967692__bin.3	7.6151	99.82	19	ERS3967692_k141_68	83.13443073	3.395061728	507	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus spp.	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	GCF_019656015.1_ASM1965601v1_genomic	3.5809	99.18	12.158	"GCF_019656015.1_ASM1965601v1_genomic_NZ_BPKW01000001.1 Leuconostoc inhae strain DSM 15101 contig1, whole genome shotgun sequence"	99.44	0.11	35	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc inhae A	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	GCF_005405005.1_ASM540500v1_genomic	4.7869	96.06	12.122	"GCF_005405005.1_ASM540500v1_genomic_NZ_BJDH01000001.1 Lactiplantibacillus daoliensis strain 116-1A contig1, whole genome shotgun sequence"	99.38	1.23	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus daoliensis	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	LeechJ_2020__ERS3967741__bin.9	1.3674	99.64	4.918	ERS3967741_k141_666	99.12609238	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc gasicomitatum	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	GCF_016861655.1_ASM1686165v1_genomic	1.4566	96.7	3.205	"GCF_016861655.1_ASM1686165v1_genomic_NZ_BOLN01000001.1 Levilactobacillus lanxiensis strain 13B17 contig1, whole genome shotgun sequence"	99.38	0	24	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus lanxiensis	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	LandisEA_2021__SRS5653132__bin.1	0.5083	98.85	1.755	SRS5653132_k141_92	99.38271605	0.019290123	48	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus inopinatus	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	GCF_003946265.1_ASM394626v1_genomic	0.3942	99.2	0.976	"GCF_003946265.1_ASM394626v1_genomic_NZ_RHNO01000001.1 Levilactobacillus yonginensis strain JCM 18023 contig1, whole genome shotgun sequence"	99.38	0.62	63	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus yonginensis	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	LeechJ_2020__ERS3967737__bin.1	0.2098	98.29	0.746	ERS3967737_k141_37	66.20057156	3.389756944	573	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus spp.	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	MAG_515	0.1325	96.72	0.392	MAG_515_0	70.87	5.17	441	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus sunkii	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	MASTER_WP4_TEAGASC_1__TGS08-29__bin.64	0.2373	98.76	0.297	TGS08-29_k141_17440	98.21428571	0.558035714	27	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Serratia	Serratia liquefaciens	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	FalardeauJ_2023__SRR20811279__bin.3	0.1262	99.16	0.27	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	XieM_2019__SAMC044639__bin.32	0.1831	99.01	0.266	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	GCF_009913915.1_ASM991391v1_genomic	0.0736	99.03	0.239	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	GCF_003946545.1_ASM394654v1_genomic	0.0624	95.74	0.19	"GCF_003946545.1_ASM394654v1_genomic_NZ_RHOA01000001.1 Levilactobacillus tangyuanensis strain 137-3 contig1, whole genome shotgun sequence"	99.38	0	35	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus tangyuanensis	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	LeechJ_2020__ERS3967740__bin.10	0.0533	99.3	0.184	ERS3967740_k141_2100	99.38271605	0	52	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus parvulus	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	YouL_2022__SRR13308526__bin.24	0.0598	98.26	0.087	NODE_37_length_141872_cov_18.1171_ID_20191	88.99	4.01	218	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter ludwigii	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	CM_UNINA_FFOOD__FFOOD_229__bin.10	0.0181	96.65	0.077	NODE_1_length_371145_cov_15.9998_ID_63609	99.85	0.07	21	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc carnosum	FF0206_wild_west_ferments_chili_paste	chili paste
7857_206_S236	LeechJ_2020__ERS3967711__bin.13	0.0188	97.63	0.024	ERS3967711_k141_339	97.20470786	1.950169139	233	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella variigena	FF0206_wild_west_ferments_chili_paste	chili paste
7857_140_S205	FalardeauJ_2023__SRR20811279__bin.3	53.2921	99.66	151	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	MotaGutierrezJ_2021__SRR11602150__bin.9	31.2332	98.86	119	NODE_36_length_112572_cov_15.0000_ID_47355	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	LeechJ_2020__ERS3967691__bin.13	4.6428	97.53	21	ERS3967691_k141_96	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	GCF_009913915.1_ASM991391v1_genomic	3.0383	99.14	13.013	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	YouL_2022__SRR13308526__bin.24	2.454	99.31	4.733	NODE_37_length_141872_cov_18.1171_ID_20191	88.99	4.01	218	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter ludwigii	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	LeechJ_2020__ERS3967711__bin.13	2.5376	99.13	4.281	ERS3967711_k141_339	97.20470786	1.950169139	233	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella variigena	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	YasirM_2022__SRR18335011__bin.1	0.5882	99.8	1.521	NODE_1_length_110556_cov_44.9620_ID_22529	100	1.26	262	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus pentosus	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	XieM_2019__SAMC044639__bin.32	0.6717	99.09	1.291	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	FontanaF_2023__SRR20746851__bin.6	0.3714	99.13	0.63	NODE_1_length_87421_cov_11.0000_ID_9656	96.04	0.33	304	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella grimontii	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	FontanaF_2023__SRR20746854__bin.2	0.2738	98.8	0.54	NODE_7_length_112150_cov_14.2384_ID_46122	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter intestinihominis	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	LiZ_2019__SRS3379157__bin.3	0.1771	95.06	0.329	SRS3379157_k141_320	99.44609788	0.639880952	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter mori	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	MASTER_WP4_CSIC_2__P2587__bin.9	0.1546	96.46	0.254	P2587_k141_467	99.18806232	0.755739796	152	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella terrigena	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	MAG_183	0.1224	98.54	0.239	MAG_183_0	95.53	2.68	667	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia	Leclercia adecarboxylata	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	MASTER_WP4_UNINA_2__V-25.1__bin.6	0.1037	98.54	0.184	V-25.1_k141_454	99.34086629	0.494350282	25	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Agrobacterium	Agrobacterium pusense	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	MAG_579	0.0871	97.3	0.173	MAG_579_0	78.54	8.62	522	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia_A	Leclercia A pneumoniae	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	CM_UNINA_FFOOD__FFOOD_418__bin.8	0.0266	97.58	0.12	NODE_1_length_253996_cov_27.9987_ID_4007	100	0.18	41	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus petauri	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	FalardeauJ_2023__SRR20811283__bin.7	0.053	98.59	0.1	NODE_1_length_536316_cov_18.9998_ID_14722	100	0.23	34	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Hafnia	Hafnia alvei	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	EBC_082.15	0.0524	96.32	0.098	EBC_082.15_EBC_082_scaffold_602	92.69	4.54	82	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	Kosakonia cowanii	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	DeFilippisF_xxxx__DS_112__bin.12	0.0501	95.1	0.094	DS_112_k141_1568	99.30316092	0.413793103	100	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	Stenotrophomonas maltophilia Q	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	0.0166	99.51	0.086	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	0.0248	97.51	0.076	"ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence"	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	EBC_090.1	0.0137	98.73	0.035	EBC_090.1_EBC_090_scaffold_627	50.32	6.74	12	Asgardarchaeota;Njordarchaeia;NA;NA;NA	NA spp.	FF0140_cultured_beets_with_fennel	sauerkraut
7857_140_S205	YulandiA_2020__SRS6115052__bin.6	0.0144	97.24	0.027	SRS6115052_k141_417	97.79365079	1.666666667	300	Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium	Sphingobacterium thalpophilum	FF0140_cultured_beets_with_fennel	sauerkraut
7857_239_S258	ODFM-BA-A-0177-001_Lactobacillus_homohiochii_DSM_20571	26.4263	97.73	145	"ODFM-BA-A-0177-001_Lactobacillus_homohiochii_DSM_20571_NZ_JQBN01000001.1 Lactobacillus homohiochii strain DSM 20571 NODE_1, whole genome shotgun sequence"	99.37	0.16	17	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Fructilactobacillus	Fructilactobacillus fructivorans	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	36.1327	99.4	23	"ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence"	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	Saccharomyces cerevisiae	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	2.648	98.57	7.05	"ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence"	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	MASTER_WP4_CSIC_1__P2177_73322__bin.4	2.1078	98.2	6.134	P2177_73322_k141_474	96.81766267	1.963241437	301	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus caprae	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	GCA_008274985.1_ASM827498v1_genomic	29.8496	95.6	5.682	GCA_008274985.1_ASM827498v1_genomic_CP035530.1 Aspergillus sojae strain SMF134 chromosome 1	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	Aspergillus sojae	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	0.7554	99.29	3.39	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	MAG_501	0.3882	99.17	1.295	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	FalardeauJ_2023__SRR20811279__bin.3	0.5092	99.58	1.249	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	DeFilippisF_xxxx__DF_79__bin.11	0.2256	99.05	0.372	DF_79_k141_110	97.69107439	3.103250916	144	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter kobei	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1	0.0951	99.08	0.357	WK031-1-L-48h-03B2_S30_k141_309	100	0	39	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc suionicum	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
7857_239_S258	GCF_009913915.1_ASM991391v1_genomic	0.0945	97.59	0.351	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0239_jalapeno_kasuzuke_(18mo)	kasuzuke
